zip_code,submarket,city,county,representative_address,sv_real_estate,sv_apartments_for_sale,sv_homes_for_sale,sv_homes_for_sale_alt,sv_real_estate_alt,total_monthly_sv,sv_rank,total_population_zip,total_population_city,total_population_county,median_age_zip,median_age_city,median_age_county,population_density_zip,population_density_city,population_density_county,population_growth_pct_zip,population_growth_pct_city,population_growth_pct_county,avg_household_size_zip,avg_household_size_city,avg_household_size_county,median_hhi_zip,median_hhi_city,median_hhi_county,median_hhi_2029_zip,median_hhi_2029_city,median_hhi_2029_county,hhi_growth_5yr_pct_zip,hhi_growth_5yr_pct_city,hhi_growth_5yr_pct_county,per_capita_income_zip,per_capita_income_city,per_capita_income_county,unemployment_rate_zip,unemployment_rate_city,unemployment_rate_county,median_home_value_zip,median_home_value_city,median_home_value_county,median_home_value_2029_zip,median_home_value_2029_city,median_home_value_2029_county,home_value_growth_5yr_pct_zip,home_value_growth_5yr_pct_city,home_value_growth_5yr_pct_county,median_rent_zip,median_rent_city,median_rent_county,renter_units_zip,renter_units_city,renter_units_county,owner_units_zip,owner_units_city,owner_units_county,renter_units_2029_zip,renter_units_2029_city,renter_units_2029_county,renter_share_pct_zip,renter_share_pct_city,renter_share_pct_county,mgmt_occupations_zip,mgmt_occupations_city,mgmt_occupations_county,sales_occupations_zip,sales_occupations_city,sales_occupations_county,production_occupations_zip,production_occupations_city,production_occupations_county,construction_occupations_zip,construction_occupations_city,construction_occupations_county,white_collar_share_pct_zip,white_collar_share_pct_city,white_collar_share_pct_county,blue_collar_share_pct_zip,blue_collar_share_pct_city,blue_collar_share_pct_county,crime_total_index_zip,crime_personal_index_zip,crime_property_index_zip,crime_total_index_city,crime_total_index_state,crime_zip_vs_city_ratio,crime_zip_vs_state_ratio,safety_label,multifamily_opportunity_score,blog_url_slug,blog_post_status
64064,KCMO/MO Suburbs,"Lee's Summit, MO","Jackson County, MO","4100 NE Lakewood Way, Lee's Summit, MO 64064",10,0,170,170,10,360,15,19709,105180,726617,42.1,40,37.4,930.4,1646.2,1202,0.78,0.24,0.12,2.61,2.58,2.35,113244,103871,64942,129775,116004,76038,14.6,11.68,17.09,57359,51934,38972,2.2,2.6,3.5,383414,321796,247787,417123,357851,302390,8.79,11.2,22.04,1246,1265,1037,1328,11147,134222,6122,29296,170115,1603,11476,136320,17.83,27.56,44.1,1810,8692,41731,1187,6141,32758,291,1797,20160,104,1903,18433,88.35,80.04,65.87,11.65,19.96,34.13,,,,,,,,,32.4,64064-real-estate-kansas-city,not started
64068,KCMO/MO Suburbs,"Liberty, MO","Clay County, MO","101 E Kansas St, Liberty, MO 64068",10,0,170,170,10,360,16,38959,30791,263462,39.1,38.1,37.9,451.7,1038.3,662.5,0.24,0.19,0.6,2.55,2.54,2.49,87318,86954,81325,101636,101409,93497,16.4,16.62,14.97,41393,40413,41685,2,1.9,2.7,304616,302481,284761,354332,350983,329079,16.32,16.03,15.56,1090,1114,1106,3855,3284,34373,10923,8378,70658,3774,3222,35515,26.09,28.16,32.73,2479,2095,17809,1777,1419,12113,1715,1247,9456,785,606,5147,63.0,65.47,67.2,37.0,34.53,32.8,,,,,,,,,31.8,64068-real-estate-kansas-city,not started
66209,Johnson County KS,"Leawood, KS","Johnson County, KS","12100 Nall Ave, Leawood, KS 66209",0,0,40,40,0,80,43,20178,34503,631366,48.1,45.6,38.9,3124,2284.1,1333.1,1,1.44,0.57,2.37,2.65,2.51,150541,190646,104938,174728,200001,118287,16.07,4.91,12.72,89596,95486,57707,1.2,1.6,2.5,539210,619360,394830,555769,631743,412323,3.07,2.0,4.43,1313,1617,1239,2201,1522,80116,6181,11446,169278,2472,2355,83375,26.26,11.74,32.12,1850,3943,55832,1333,2008,35970,73,120,10687,96,148,7851,94.96,95.69,83.2,5.04,4.31,16.8,,,,,,,,,31.7,66209-real-estate-kansas-city,not started
64125,KCMO Core,"Kansas City, MO","Jackson County, MO","4700 E Front St, Kansas City, MO 64125",0,0,0,0,0,0,58,6384,520858,726617,30,35.8,37.4,2618.2,1655.2,1202,-0.25,0.43,0.12,2.97,2.28,2.35,35832,65404,64942,38282,76496,76038,6.84,16.96,17.09,14149,40144,38972,5.7,3.5,3.5,81420,262370,247787,186574,310549,302390,129.15,18.36,22.04,709,1097,1037,1131,110717,134222,1009,113830,170115,1092,114376,136320,52.85,49.31,44.1,166,33009,41731,63,21377,32758,285,14385,20160,221,10161,18433,31.16,68.9,65.87,68.84,31.1,34.13,,,,,,,,,31.3,64125-real-estate-kansas-city,not started
64136,KCMO Core,"Kansas City, MO","Jackson County, MO","11500 E Truman Rd, Kansas City, MO 64136",0,0,0,0,0,0,61,6384,520858,726617,30,35.8,37.4,2618.2,1655.2,1202,-0.25,0.43,0.12,2.97,2.28,2.35,35832,65404,64942,38282,76496,76038,6.84,16.96,17.09,14149,40144,38972,5.7,3.5,3.5,81420,262370,247787,186574,310549,302390,129.15,18.36,22.04,709,1097,1037,1131,110717,134222,1009,113830,170115,1092,114376,136320,52.85,49.31,44.1,166,33009,41731,63,21377,32758,285,14385,20160,221,10161,18433,31.16,68.9,65.87,68.84,31.1,34.13,,,,,,,,,31.3,64136-real-estate-kansas-city,not started
64134,KCMO Core,"Kansas City, MO","Jackson County, MO","10400 Hillcrest Rd, Kansas City, MO 64134",10,0,50,50,0,110,37,10399,520858,726617,34.3,35.8,37.4,1745.2,1655.2,1202,-0.43,0.43,0.12,2.19,2.28,2.35,59648,65404,64942,68630,76496,76038,15.06,16.96,17.09,32897,40144,38972,2,3.5,3.5,187218,262370,247787,248454,310549,302390,32.71,18.36,22.04,1042,1097,1037,2520,110717,134222,2111,113830,170115,2441,114376,136320,54.42,49.31,44.1,504,33009,41731,704,21377,32758,196,14385,20160,204,10161,18433,75.12,68.9,65.87,24.88,31.1,34.13,,,,,,,,,30.6,64134-real-estate-kansas-city,not started
64132,KCMO Core,"Kansas City, MO","Jackson County, MO","6400 Troost Ave, Kansas City, MO 64132",0,0,0,30,0,30,49,23077,520858,726617,36.9,35.8,37.4,2588,1655.2,1202,0.14,0.43,0.12,2.14,2.28,2.35,60754,65404,64942,70559,76496,76038,16.14,16.96,17.09,37729,40144,38972,4.4,3.5,3.5,244043,262370,247787,287102,310549,302390,17.64,18.36,22.04,1035,1097,1037,5469,110717,134222,5142,113830,170115,5410,114376,136320,51.54,49.31,44.1,1402,33009,41731,933,21377,32758,521,14385,20160,245,10161,18433,75.3,68.9,65.87,24.7,31.1,34.13,,,,,,,,,30.6,64132-real-estate-kansas-city,not started
64138,KCMO Core,"Kansas City, MO","Jackson County, MO","9300 E 87th St, Kansas City, MO 64138",0,0,110,110,0,220,26,24777,520858,726617,38.8,35.8,37.4,1805.8,1655.2,1202,-0.21,0.43,0.12,2.34,2.28,2.35,54521,65404,64942,62896,76496,76038,15.36,16.96,17.09,31508,40144,38972,3.4,3.5,3.5,177805,262370,247787,234803,310549,302390,32.06,18.36,22.04,960,1097,1037,4527,110717,134222,5949,113830,170115,4430,114376,136320,43.21,49.31,44.1,1177,33009,41731,969,21377,32758,922,14385,20160,492,10161,18433,60.28,68.9,65.87,39.72,31.1,34.13,,,,,,,,,30.5,64138-real-estate-kansas-city,not started
64137,KCMO Core,"Kansas City, MO","Jackson County, MO","10600 Bennington Ave, Kansas City, MO 64137",0,0,50,50,0,100,39,10399,520858,726617,34.3,35.8,37.4,1745.2,1655.2,1202,-0.43,0.43,0.12,2.19,2.28,2.35,59648,65404,64942,68630,76496,76038,15.06,16.96,17.09,32897,40144,38972,2,3.5,3.5,187218,262370,247787,248454,310549,302390,32.71,18.36,22.04,1042,1097,1037,2520,110717,134222,2111,113830,170115,2441,114376,136320,54.42,49.31,44.1,504,33009,41731,704,21377,32758,196,14385,20160,204,10161,18433,75.12,68.9,65.87,24.88,31.1,34.13,,,,,,,,,30.4,64137-real-estate-kansas-city,not started
64126,KCMO Core,"Kansas City, MO","Jackson County, MO","4400 St John Ave, Kansas City, MO 64126",0,0,0,0,0,0,59,10509,520858,726617,33.2,35.8,37.4,5695.3,1655.2,1202,-0.17,0.43,0.12,2.94,2.28,2.35,42710,65404,64942,50144,76496,76038,17.41,16.96,17.09,19366,40144,38972,2.6,3.5,3.5,104977,262370,247787,167178,310549,302390,59.25,18.36,22.04,780,1097,1037,1642,110717,134222,1897,113830,170115,1606,114376,136320,46.4,49.31,44.1,234,33009,41731,375,21377,32758,397,14385,20160,608,10161,18433,37.73,68.9,65.87,62.27,31.1,34.13,,,,,,,,,30.4,64126-real-estate-kansas-city,not started
64128,KCMO Core,"Kansas City, MO","Jackson County, MO","4500 Prospect Ave, Kansas City, MO 64128",0,0,0,10,0,10,51,20884,520858,726617,38.5,35.8,37.4,2918.5,1655.2,1202,-0.3,0.43,0.12,2.34,2.28,2.35,39657,65404,64942,43676,76496,76038,10.13,16.96,17.09,23830,40144,38972,3.3,3.5,3.5,74314,262370,247787,140099,310549,302390,88.52,18.36,22.04,790,1097,1037,4846,110717,134222,3918,113830,170115,4757,114376,136320,55.29,49.31,44.1,441,33009,41731,388,21377,32758,897,14385,20160,716,10161,18433,33.95,68.9,65.87,66.05,31.1,34.13,,,,,,,,,30.1,64128-real-estate-kansas-city,not started
64129,KCMO Core,"Kansas City, MO","Jackson County, MO","6200 E 42nd St, Kansas City, MO 64129",0,0,0,10,0,10,52,9009,520858,726617,37,35.8,37.4,836.8,1655.2,1202,-0.04,0.43,0.12,2.33,2.28,2.35,49518,65404,64942,56688,76496,76038,14.48,16.96,17.09,28456,40144,38972,6.8,3.5,3.5,131583,262370,247787,201636,310549,302390,53.24,18.36,22.04,835,1097,1037,1944,110717,134222,1913,113830,170115,1915,114376,136320,50.4,49.31,44.1,198,33009,41731,417,21377,32758,368,14385,20160,186,10161,18433,52.61,68.9,65.87,47.39,31.1,34.13,,,,,,,,,29.9,64129-real-estate-kansas-city,not started
66210,Johnson County KS,"Overland Park, KS","Johnson County, KS","11100 Antioch Rd, Overland Park, KS 66210",0,0,70,70,0,140,33,20166,205979,631366,38.9,39.3,38.9,3327.8,2738.4,1333.1,0.81,0.43,0.57,2.17,2.39,2.51,98589,103061,104938,107899,116673,118287,9.44,13.21,12.72,57282,60312,57707,2,2.5,2.5,348288,398654,394830,354332,414052,412323,1.74,3.86,4.43,1215,1308,1239,4137,33071,80116,5095,52426,169278,4373,33599,83375,44.81,38.68,32.12,1236,18069,55832,1247,12738,35970,207,2495,10687,199,1670,7851,85.95,88.09,83.2,14.05,11.91,16.8,,,,,,,,,29.8,66210-real-estate-kansas-city,not started
64110,KCMO Core,"Kansas City, MO","Jackson County, MO","5300 Rockhill Rd, Kansas City, MO 64110",10,0,50,50,10,120,34,15303,520858,726617,33.2,35.8,37.4,5027.9,1655.2,1202,-0.2,0.43,0.12,2.05,2.28,2.35,57561,65404,64942,65740,76496,76038,14.21,16.96,17.09,38659,40144,38972,2.9,3.5,3.5,255589,262370,247787,297565,310549,302390,16.42,18.36,22.04,1126,1097,1037,3495,110717,134222,3285,113830,170115,3466,114376,136320,51.55,49.31,44.1,1019,33009,41731,657,21377,32758,268,14385,20160,285,10161,18433,75.19,68.9,65.87,24.81,31.1,34.13,,,,,,,,,29.7,64110-real-estate-kansas-city,not started
64139,KCMO Core,"Kansas City, MO","Jackson County, MO","12500 E Bannister Rd, Kansas City, MO 64139",0,0,0,0,0,0,62,20937,520858,726617,34.6,35.8,37.4,1891.4,1655.2,1202,-0.3,0.43,0.12,2.57,2.28,2.35,53614,65404,64942,60634,76496,76038,13.09,16.96,17.09,27744,40144,38972,8.1,3.5,3.5,146981,262370,247787,233895,310549,302390,59.13,18.36,22.04,1026,1097,1037,3948,110717,134222,4161,113830,170115,3839,114376,136320,48.69,49.31,44.1,739,33009,41731,543,21377,32758,662,14385,20160,345,10161,18433,56.01,68.9,65.87,43.99,31.1,34.13,,,,,,,,,29.7,64139-real-estate-kansas-city,not started
64082,KCMO/MO Suburbs,"Lee's Summit, MO","Jackson County, MO","1300 SW Pryor Rd, Lee's Summit, MO 64082",0,0,140,140,0,280,24,19086,105180,726617,39.4,40,37.4,1107,1646.2,1202,0.48,0.24,0.12,2.9,2.58,2.35,132539,103871,64942,150309,116004,76038,13.41,11.68,17.09,58142,51934,38972,2.1,2.6,3.5,372565,321796,247787,398816,357851,302390,7.05,11.2,22.04,1440,1265,1037,927,11147,134222,5652,29296,170115,933,11476,136320,14.09,27.56,44.1,1885,8692,41731,1370,6141,32758,189,1797,20160,170,1903,18433,90.07,80.04,65.87,9.93,19.96,34.13,,,,,,,,,29.6,64082-real-estate-kansas-city,not started
64052,KCMO/MO Suburbs,"Independence, MO","Jackson County, MO","10300 E 23rd St, Independence, MO 64052",0,0,90,90,0,180,31,21983,123133,726617,38.3,40.2,37.4,3397.1,1578.8,1202,-0.23,-0.02,0.12,2.41,2.37,2.35,52786,58075,64942,59503,67631,76038,12.72,16.45,17.09,26649,32641,38972,4.2,4.3,3.5,148108,197704,247787,236957,263368,302390,59.99,33.21,22.04,875,904,1037,3659,20192,134222,5416,31146,170115,3526,19954,136320,40.32,39.33,44.1,946,5319,41731,693,5241,32758,1056,4055,20160,822,3740,18433,46.6,57.53,65.87,53.4,42.47,34.13,,,,,,,,,29.6,64052-real-estate-kansas-city,not started
64131,KCMO Core,"Kansas City, MO","Jackson County, MO","7100 Wornall Rd, Kansas City, MO 64131",0,0,170,170,0,340,17,23554,520858,726617,40.6,35.8,37.4,3420.8,1655.2,1202,-0.11,0.43,0.12,1.97,2.28,2.35,76558,65404,64942,85218,76496,76038,11.31,16.96,17.09,50515,40144,38972,1.6,3.5,3.5,278141,262370,247787,318004,310549,302390,14.33,18.36,22.04,1191,1097,1037,4513,110717,134222,7176,113830,170115,4450,114376,136320,38.61,49.31,44.1,1983,33009,41731,1305,21377,32758,452,14385,20160,379,10161,18433,79.83,68.9,65.87,20.17,31.1,34.13,,,,,,,,,29.5,64131-real-estate-kansas-city,not started
66103,Kansas City KS,"Kansas City, KS","Wyandotte County, KS","3700 Rainbow Blvd, Kansas City, KS 66103",0,0,30,30,0,60,45,12788,154975,167216,33.1,35,35.1,2662.1,1242.4,1102.7,0.58,0.14,0.11,2.09,2.68,2.68,54440,58588,60344,59285,66653,68849,8.9,13.77,14.09,34934,29734,30404,2.4,3.9,3.8,174283,180531,185323,177994,186733,191537,2.13,3.44,3.35,989,877,885,3916,23507,24913,2193,33185,36412,4011,22999,24259,64.1,41.46,40.62,793,5456,6034,540,6130,6512,546,7291,7796,498,6131,6320,56.08,46.33,47.06,43.92,53.67,52.94,,,,,,,,,28.7,66103-real-estate-kansas-city,not started
64127,KCMO Core,"Kansas City, MO","Jackson County, MO","3300 Prospect Ave, Kansas City, MO 64127",0,0,0,0,0,0,60,11997,520858,726617,38.6,35.8,37.4,3998.1,1655.2,1202,-0.18,0.43,0.12,2.38,2.28,2.35,32070,65404,64942,35337,76496,76038,10.19,16.96,17.09,21231,40144,38972,8.9,3.5,3.5,82587,262370,247787,140828,310549,302390,70.52,18.36,22.04,693,1097,1037,3039,110717,134222,1985,113830,170115,2984,114376,136320,60.49,49.31,44.1,219,33009,41731,225,21377,32758,304,14385,20160,392,10161,18433,38.95,68.9,65.87,61.05,31.1,34.13,,,,,,,,,28.7,64127-real-estate-kansas-city,not started
64086,KCMO/MO Suburbs,"Lee's Summit, MO","Jackson County, MO","200 SE 3rd St, Lee's Summit, MO 64086",0,0,40,40,0,80,44,26886,105180,726617,43.4,40,37.4,1732,1646.2,1202,0.29,0.24,0.12,2.5,2.58,2.35,102864,103871,64942,115953,116004,76038,12.72,11.68,17.09,53236,51934,38972,1.5,2.6,3.5,314844,321796,247787,341412,357851,302390,8.44,11.2,22.04,1437,1265,1037,3243,11147,134222,7367,29296,170115,3360,11476,136320,30.57,27.56,44.1,2063,8692,41731,1455,6141,32758,461,1797,20160,394,1903,18433,80.45,80.04,65.87,19.55,19.96,34.13,,,,,,,,,28.3,64086-real-estate-kansas-city,not started
66202,Johnson County KS,"Mission, KS","Johnson County, KS","5901 Broadmoor St, Mission, KS 66202",10,0,50,50,10,120,36,17252,10391,631366,36.9,36.4,38.9,3300.6,3895.1,1333.1,0.61,0.67,0.57,1.96,1.85,2.51,75895,77108,104938,81687,82318,118287,7.63,6.76,12.72,48584,50541,57707,3.4,3.8,2.5,313397,321994,394830,340717,349365,412323,8.72,8.5,4.43,1160,1153,1239,4187,2970,80116,4606,2603,169278,4341,3078,83375,47.62,53.29,32.12,1178,618,55832,883,599,35970,278,156,10687,285,154,7851,78.54,79.7,83.2,21.46,20.3,16.8,,,,,,,,,27.9,66202-real-estate-kansas-city,not started
64063,KCMO/MO Suburbs,"Lee's Summit, MO","Jackson County, MO","200 SW Main St, Lee's Summit, MO 64063",0,0,30,30,0,60,46,20977,105180,726617,36.9,40,37.4,3307.2,1646.2,1202,-0.17,0.24,0.12,2.47,2.58,2.35,80118,103871,64942,95602,116004,76038,19.33,11.68,17.09,42772,51934,38972,4.7,2.6,3.5,264751,321796,247787,295484,357851,302390,11.61,11.2,22.04,1055,1265,1037,3045,11147,134222,5439,29296,170115,2991,11476,136320,35.89,27.56,44.1,1046,8692,41731,1266,6141,32758,454,1797,20160,762,1903,18433,65.53,80.04,65.87,34.47,19.96,34.13,,,,,,,,,27.8,64063-real-estate-kansas-city,not started
66102,Kansas City KS,"Kansas City, KS","Wyandotte County, KS","1900 Central Ave, Kansas City, KS 66102",0,0,140,140,0,280,21,29659,154975,167216,31.8,35,35.1,2642.2,1242.4,1102.7,0.05,0.14,0.11,2.98,2.68,2.68,52203,58588,60344,59203,66653,68849,13.41,13.77,14.09,23375,29734,30404,5,3.9,3.8,135767,180531,185323,144049,186733,191537,6.1,3.44,3.35,774,877,885,4543,23507,24913,5362,33185,36412,4229,22999,24259,45.87,41.46,40.62,1011,5456,6034,954,6130,6512,1998,7291,7796,1678,6131,6320,34.83,46.33,47.06,65.17,53.67,52.94,,,,,,,,,27.1,66102-real-estate-kansas-city,not started
66216,OP / Lenexa / Shawnee,"Shawnee, KS","Johnson County, KS","11110 Johnson Dr, Shawnee, KS 66203",0,0,90,90,10,190,29,20261,68815,631366,39,39.1,38.9,3128.3,1639.4,1333.1,0.25,0.56,0.57,2.26,2.58,2.51,75339,102686,104938,84468,116894,118287,12.12,13.84,12.72,40357,53980,57707,3.3,2.6,2.5,252836,375048,394830,272430,391938,412323,7.75,4.5,4.43,1063,1112,1239,3260,7105,80116,5577,19354,169278,3228,7551,83375,36.89,26.85,32.12,1451,6923,55832,891,3992,35970,540,1316,10687,401,923,7851,71.34,82.98,83.2,28.66,17.02,16.8,,,,,,,,,27.0,66216-real-estate-kansas-city,not started
64030,KCMO/MO Suburbs,"Grandview, MO","Jackson County, MO","1200 Main St, Grandview, MO 64030",0,0,20,20,0,40,47,26311,26371,726617,35.5,35.6,37.4,1697.6,1790.5,1202,0.03,0.02,0.12,2.43,2.43,2.35,52243,52229,64942,57696,57638,76038,10.44,10.36,17.09,29026,28987,38972,4.1,4.1,3.5,188367,188292,247787,252270,252334,302390,33.92,34.01,22.04,928,928,1037,5591,5602,134222,5173,5178,170115,5646,5656,136320,51.94,51.97,44.1,1205,1210,41731,1165,1164,32758,950,948,20160,657,658,18433,59.59,59.65,65.87,40.41,40.35,34.13,,,,,,,,,26.9,64030-real-estate-kansas-city,not started
66251,OP / Lenexa / Shawnee,"Overland Park, KS","Johnson County, KS","8500 Santa Fe Dr, Overland Park, KS 66212",0,0,0,0,0,0,69,34168,205979,631366,39,39.3,38.9,4492.6,2738.4,1333.1,0.36,0.43,0.57,2.24,2.39,2.51,75530,103061,104938,84434,116673,118287,11.79,13.21,12.72,43479,60312,57707,1.7,2.5,2.5,321475,398654,394830,343039,414052,412323,6.71,3.86,4.43,1173,1308,1239,6801,33071,80116,8389,52426,169278,6896,33599,83375,44.77,38.68,32.12,3021,18069,55832,1642,12738,35970,742,2495,10687,291,1670,7851,81.86,88.09,83.2,18.14,11.91,16.8,,,,,,,,,26.8,66251-real-estate-kansas-city,not started
66215,OP / Lenexa / Shawnee,"Lenexa, KS","Johnson County, KS","12350 W 87th St Pkwy, Lenexa, KS 66215",0,0,50,50,0,100,41,26115,60072,631366,40.6,38.8,38.9,3228.2,1763.1,1333.1,0.06,0.59,0.57,2.31,2.37,2.51,85227,102954,104938,97193,113817,118287,14.04,10.55,12.72,44979,59095,57707,2.7,2,2.5,322500,378337,394830,332768,386512,412323,3.18,2.16,4.43,1190,1298,1239,4133,10909,80116,6976,14242,169278,4055,11426,83375,37.2,43.37,32.12,1654,5830,55832,1381,3770,35970,607,823,10687,352,712,7851,75.99,86.21,83.2,24.01,13.79,16.8,,,,,,,,,26.6,66215-real-estate-kansas-city,not started
64050,KCMO/MO Suburbs,"Independence, MO","Jackson County, MO","111 E Maple Ave, Independence, MO 64050",0,0,0,0,0,0,66,21791,123133,726617,39.3,40.2,37.4,1669.1,1578.8,1202,-0.28,-0.02,0.12,2.3,2.37,2.35,45533,58075,64942,53050,67631,76038,16.51,16.45,17.09,27616,32641,38972,4.1,4.3,3.5,175627,197704,247787,240974,263368,302390,37.21,33.21,22.04,711,904,1037,4549,20192,134222,4632,31146,170115,4430,19954,136320,49.55,39.33,44.1,565,5319,41731,988,5241,32758,765,4055,20160,786,3740,18433,50.03,57.53,65.87,49.97,42.47,34.13,,,,,,,,,26.6,64050-real-estate-kansas-city,not started
64014,KCMO/MO Suburbs,"Blue Springs, MO","Jackson County, MO","903 W Main St, Blue Springs, MO 64015",0,0,0,0,0,0,67,32798,59337,726617,39.4,37.3,37.4,1679,2616.2,1202,-0.07,0.07,0.12,2.59,2.67,2.35,82872,84303,64942,99556,101725,76038,20.13,20.67,17.09,41141,40382,38972,2.8,2.5,3.5,279577,268305,247787,335552,325314,302390,20.02,21.25,22.04,999,1101,1037,3493,6899,134222,9121,15237,170115,3451,6847,136320,27.69,31.17,44.1,2209,3613,41731,1967,3499,32758,1015,1415,20160,952,1562,18433,67.98,70.49,65.87,32.02,29.51,34.13,,,,,,,,,26.5,64014-real-estate-kansas-city,not started
66214,OP / Lenexa / Shawnee,"Overland Park, KS","Johnson County, KS","11200 W 95th St, Overland Park, KS 66214",0,0,20,20,0,40,48,13984,205979,631366,34.9,39.3,38.9,3554.6,2738.4,1333.1,0.2,0.43,0.57,2.26,2.39,2.51,73267,103061,104938,81140,116673,118287,10.75,13.21,12.72,41935,60312,57707,3.8,2.5,2.5,321071,398654,394830,330847,414052,412323,3.04,3.86,4.43,1057,1308,1239,3375,33071,80116,2789,52426,169278,3356,33599,83375,54.75,38.68,32.12,793,18069,55832,1192,12738,35970,291,2495,10687,216,1670,7851,79.65,88.09,83.2,20.35,11.91,16.8,,,,,,,,,26.4,66214-real-estate-kansas-city,not started
64069,KCMO/MO Suburbs,"Liberty, MO","Clay County, MO","200 N 291 Hwy, Liberty, MO 64068",0,0,0,0,0,0,68,38959,30791,263462,39.1,38.1,37.9,451.7,1038.3,662.5,0.24,0.19,0.6,2.55,2.54,2.49,87318,86954,81325,101636,101409,93497,16.4,16.62,14.97,41393,40413,41685,2,1.9,2.7,304616,302481,284761,354332,350983,329079,16.32,16.03,15.56,1090,1114,1106,3855,3284,34373,10923,8378,70658,3774,3222,35515,26.09,28.16,32.73,2479,2095,17809,1777,1419,12113,1715,1247,9456,785,606,5147,63.0,65.47,67.2,37.0,34.53,32.8,,,,,,,,,25.7,64069-real-estate-kansas-city,not started
66062,Johnson County KS,"Olathe, KS","Johnson County, KS","1100 E Santa Fe St, Olathe, KS 66061",10,0,50,50,10,120,35,68412,145565,631366,37.5,37.2,38.9,986.1,2330.8,1333.1,0.53,0.52,0.57,2.79,2.77,2.51,102991,107044,104938,115577,119229,118287,12.22,11.38,12.72,47423,48525,57707,3.5,2.8,2.5,376055,360830,394830,393317,374595,412323,4.59,3.81,4.43,1087,1178,1239,6780,14288,80116,17489,37737,169278,6797,14592,83375,27.94,27.46,32.12,5347,12013,55832,3429,7186,35970,2098,3671,10687,1789,2602,7851,69.3,75.37,83.2,30.7,24.63,16.8,,,,,,,,,25.3,66062-real-estate-kansas-city,not started
64146,KCMO Core,"Kansas City, MO","Jackson County, MO","11800 Wornall Rd, Kansas City, MO 64146",0,0,0,0,0,0,63,1571,520858,726617,46.8,35.8,37.4,308,1655.2,1202,0.84,0.43,0.12,2.11,2.28,2.35,63999,65404,64942,69376,76496,76038,8.4,16.96,17.09,38282,40144,38972,0.1,3.5,3.5,223504,262370,247787,295673,310549,302390,32.29,18.36,22.04,1131,1097,1037,124,110717,134222,618,113830,170115,146,114376,136320,16.71,49.31,44.1,31,33009,41731,94,21377,32758,37,14385,20160,7,10161,18433,73.96,68.9,65.87,26.04,31.1,34.13,,,,,,,,,23.4,64146-real-estate-kansas-city,not started
66101,Kansas City KS,"Kansas City, KS","Wyandotte County, KS","700 Minnesota Ave, Kansas City, KS 66101",10,0,0,0,0,10,53,14276,154975,167216,33.9,35,35.1,3984.6,1242.4,1102.7,0.37,0.14,0.11,2.68,2.68,2.68,37376,58588,60344,40998,66653,68849,9.69,13.77,14.09,18925,29734,30404,5,3.9,3.8,90951,180531,185323,95573,186733,191537,5.08,3.44,3.35,677,877,885,2775,23507,24913,2035,33185,36412,2774,22999,24259,57.69,41.46,40.62,297,5456,6034,250,6130,6512,554,7291,7796,557,6131,6320,32.99,46.33,47.06,67.01,53.67,52.94,,,,,,,,,23.0,66101-real-estate-kansas-city,not started
66104,Kansas City KS,"Kansas City, KS","Wyandotte County, KS","3800 N 38th St, Kansas City, KS 66104",10,0,90,90,0,190,28,26805,154975,167216,34.8,35,35.1,1669.4,1242.4,1102.7,-0.18,0.14,0.11,2.77,2.68,2.68,53267,58588,60344,58863,66653,68849,10.51,13.77,14.09,24439,29734,30404,5,3.9,3.8,132218,180531,185323,139119,186733,191537,5.22,3.44,3.35,799,877,885,3516,23507,24913,6087,33185,36412,3233,22999,24259,36.61,41.46,40.62,402,5456,6034,919,6130,6512,1743,7291,7796,1158,6131,6320,31.29,46.33,47.06,68.71,53.67,52.94,,,,,,,,,20.4,66104-real-estate-kansas-city,not started
66213,Johnson County KS,"Overland Park, KS","Johnson County, KS","13800 Antioch Rd, Overland Park, KS 66213",0,0,110,110,0,220,27,25993,205979,631366,39.2,39.3,38.9,1905.4,2738.4,1333.1,0.69,0.43,0.57,3.12,2.39,2.51,200001,103061,104938,200001,116673,118287,0.0,13.21,12.72,78189,60312,57707,2.3,2.5,2.5,618020,398654,394830,626089,414052,412323,1.31,3.86,4.43,1436,1308,1239,1318,33071,80116,7014,52426,169278,1480,33599,83375,15.82,38.68,32.12,3177,18069,55832,1803,12738,35970,100,2495,10687,34,1670,7851,97.38,88.09,83.2,2.62,11.91,16.8,,,,,,,,,19.8,66213-real-estate-kansas-city,not started
66111,Kansas City KS,"Kansas City, KS","Wyandotte County, KS","10000 Kaw Dr, Kansas City, KS 66111",0,0,0,0,0,0,65,8966,154975,167216,38.1,35,35.1,396.9,1242.4,1102.7,0.09,0.14,0.11,2.53,2.68,2.68,64252,58588,60344,71909,66653,68849,11.92,13.77,14.09,34852,29734,30404,3.7,3.9,3.8,192510,180531,185323,200258,186733,191537,4.02,3.44,3.35,915,877,885,976,23507,24913,2486,33185,36412,903,22999,24259,28.19,41.46,40.62,352,5456,6034,251,6130,6512,347,7291,7796,209,6131,6320,52.03,46.33,47.06,47.97,53.67,52.94,,,,,,,,,18.9,66111-real-estate-kansas-city,not started
